username,rating,max_rating,rank,total_solved,hard_solved,top_tags,top_languages,contests
Dcukducker,1683,1900,expert,415,57,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",44
auioeyesir_klatotemesael,1689,1689,expert,32,0,"greedy,constructive algorithms,dp,math,strings",C++17 (GCC 7-32),6
crescentp2003,1486,1503,specialist,589,180,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",40
PoDuReMaN,1805,1946,expert,544,95,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),PyPy 3-64",75
oyzr,2046,2046,candidate master,406,319,"dp,greedy,math,data structures,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++14 (GCC 6-32)",26
bina,1888,1934,expert,217,38,"greedy,math,constructive algorithms,implementation,brute force","Java 21,C++17 (GCC 7-32)",35
TheBlueLion,1841,1841,expert,668,195,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32)",40
GymForceNavi,1493,1556,specialist,379,3,"greedy,math,implementation,brute force,sortings","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",17
keshav_2309,1532,1532,specialist,55,2,"math,greedy,implementation,constructive algorithms,sortings","C++20 (GCC 13-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",6
Nagrarok,2105,2191,master,196,132,"greedy,math,implementation,dp,constructive algorithms","C++14 (GCC 6-32),C++17 (GCC 9-64),C++17 (GCC 7-32)",21
noimi,3029,3353,legendary grandmaster,722,441,"math,greedy,dp,brute force,constructive algorithms","C++20 (GCC 11-64),C++20 (GCC 13-64),C++17 (GCC 9-64)",214
Nexarion,1570,1570,specialist,89,2,"math,greedy,implementation,constructive algorithms,brute force",C++17 (GCC 7-32),8
Sai_Always_Wa2,1424,1553,specialist,546,37,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 13-64),Kotlin 1.7,C++17 (GCC 7-32)",52
awoo,2424,2709,grandmaster,748,330,"greedy,math,brute force,dp,data structures","C++17 (GCC 7-32),C++20 (GCC 13-64),C++14 (GCC 6-32)",289
GU-ICPC,1507,1507,specialist,24,1,"implementation,math,greedy,data structures,sortings","C++23 (GCC 14-64, msys2),C++20 (GCC 11-64)",7
Fadyy_yosryy77,1925,1990,candidate master,770,222,"greedy,math,dp,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",53
ayushi.mm,1668,1934,expert,649,317,"greedy,math,constructive algorithms,dp,implementation","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",105
Caffeinus,2166,2263,master,100,39,"greedy,math,constructive algorithms,implementation,sortings",C++17 (GCC 7-32),22
BluoCaroot,2177,2177,master,686,217,"greedy,math,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",145
j.ihyeon1120,722,722,newbie,24,2,"math,greedy,brute force,games,constructive algorithms","C++17 (GCC 7-32),PyPy 3-64",2
Dexsy,1577,1615,specialist,169,19,"greedy,math,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),C++14 (GCC 6-32),PyPy 3",29
LALAT,1403,1437,specialist,708,85,"greedy,math,implementation,dp,brute force","C++23 (GCC 14-64, msys2)",41
sharmah,,,,0,0,,,0
Komimi,,,,1,0,"greedy,math",C++14 (GCC 6-32),0
Fusion15,1743,1877,expert,951,387,"greedy,math,constructive algorithms,brute force,dp","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",82
NeelmaniPandey09,1889,1900,expert,499,22,"greedy,math,implementation,constructive algorithms,brute force","Java 8,C++23 (GCC 14-64, msys2),Java 21",51
543tpbl,1624,1785,expert,112,29,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++20 (GCC 13-64)",25
OnceValleyAmple,1819,1819,expert,294,46,"greedy,math,implementation,brute force,constructive algorithms","C++20 (GCC 11-64),C++20 (GCC 13-64),C++14 (GCC 6-32)",12
Hello_World_114514,2135,2264,master,138,40,"greedy,math,constructive algorithms,dp,implementation","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",19
zjjwsws,2139,2139,master,64,21,"greedy,constructive algorithms,math,dp,implementation","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",12
CuteMeguru,1766,1766,expert,398,214,"greedy,math,dp,data structures,implementation","C++14 (GCC 6-32),C++17 (GCC 7-32),C++20 (GCC 13-64)",24
DuanQingQiu,1973,2058,candidate master,357,138,"greedy,math,implementation,constructive algorithms,dp","C++14 (GCC 6-32),C++17 (GCC 7-32),C++20 (GCC 13-64)",21
modi.yash3108,1655,1655,expert,397,123,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",25
Akulyat,2513,2702,grandmaster,502,230,"greedy,math,dp,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",227
tfnewbie,1699,1699,expert,48,11,"greedy,math,implementation,dp,strings",C++17 (GCC 7-32),10
tianbincheng,2117,2313,master,536,206,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",88
SangNi,1602,1602,expert,751,212,"greedy,math,constructive algorithms,brute force,implementation","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",25
dhlinhdn00,1730,1730,expert,42,4,"greedy,math,constructive algorithms,implementation,brute force","Python 3,C++17 (GCC 7-32)",11
around_unexian_ish,1739,1990,expert,586,250,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 13-64),C++17 (GCC 7-32),D",50
mango.,2513,2622,grandmaster,696,282,"greedy,math,dp,constructive algorithms,brute force","C++20 (GCC 13-64),C++17 (GCC 9-64),C++20 (GCC 11-64)",101
lfx-9877,1527,1592,specialist,990,233,"greedy,math,constructive algorithms,brute force,implementation","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",47
Surya_7RDX,1553,1553,specialist,157,19,"greedy,math,constructive algorithms,implementation,brute force",C++20 (GCC 13-64),19
SK1PY,2137,2271,master,519,142,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++14 (GCC 6-32),C++20 (GCC 11-64)",81
Swishy123,2144,2164,master,620,330,"greedy,math,implementation,brute force,dp","C++17 (GCC 7-32),C++20 (GCC 13-64),C++23 (GCC 14-64, msys2)",131
__MR__.Busy,1711,1711,expert,104,30,"math,greedy,dp,brute force,number theory","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",5
vishalpatel_79,1479,1479,specialist,459,21,"math,greedy,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64)",28
esc_qwq,1827,1864,expert,297,62,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",16
Glitch-20,1905,1905,candidate master,769,328,"greedy,math,dp,data structures,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",127
Kako,2122,2373,master,605,174,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 13-64),MS C++ 2017",54
Cubber,2549,2549,grandmaster,742,346,"greedy,implementation,math,dp,data structures","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++14 (GCC 6-32)",19
McPqndq,2480,2480,grandmaster,689,360,"greedy,math,constructive algorithms,dp,data structures","C++20 (GCC 13-64),PyPy 3-64,C++17 (GCC 7-32)",84
HuyVerstappen,1428,1441,specialist,227,108,"math,implementation,greedy,dp,brute force","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",23
harshal_sonune,1550,1550,specialist,72,2,"implementation,math,greedy,strings,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Java 21",10
rakor,1151,1151,newbie,14,2,"greedy,math,constructive algorithms,brute force,number theory",C++17 (GCC 7-32),14
bramar2,1825,1913,expert,539,165,"greedy,math,constructive algorithms,brute force,implementation","C++23 (GCC 14-64, msys2),Mysterious Language,Java 21",67
bhavyabansal144,1412,1412,specialist,195,0,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2)",24
AkaiLemon,2404,2410,grandmaster,999,427,"greedy,math,dp,implementation,brute force","C++20 (GCC 13-64),C++17 (GCC 7-32),Kotlin 1.9",44
Prashant9759,1711,1711,expert,599,153,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",93
BBBiros,1473,1473,specialist,61,6,"math,greedy,implementation,sortings,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",12
SudoKuder,1644,1694,expert,302,15,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",33
Alpha_Q,2192,2462,master,746,227,"greedy,math,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64),Kotlin 1.7",165
JaeminPark,2412,2605,grandmaster,233,111,"greedy,math,constructive algorithms,implementation,dp","C++14 (GCC 6-32),C++17 (GCC 7-32),C++17 (GCC 9-64)",53
HoriaB,1973,2029,candidate master,815,414,"greedy,math,dp,implementation,data structures","C++20 (GCC 13-64),C++17 (GCC 7-32),C++14 (GCC 6-32)",73
jaingopal07,1376,1456,pupil,38,6,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2)",9
SriMriday07,1153,1198,newbie,172,4,"math,greedy,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2)",37
Gupta_Saksham,1409,1449,specialist,54,1,"greedy,implementation,math,constructive algorithms,brute force","Java 21,Java 8,Python 3",16
davidpascual,1159,1159,newbie,116,0,"implementation,math,greedy,strings,brute force","Java 21,C++20 (GCC 11-64),C++17 (GCC 7-32)",21
techtushar2002,1529,1647,specialist,519,65,"greedy,math,implementation,constructive algorithms,brute force",C++17 (GCC 7-32),124
FetFot,2075,2257,candidate master,763,259,"greedy,math,dp,constructive algorithms,implementation","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",191
ShravanJain,1238,1238,pupil,64,0,"greedy,math,implementation,constructive algorithms,sortings",C++17 (GCC 7-32),23
RohitTalele,1697,1697,expert,48,0,"greedy,math,implementation,sortings,dp","C++23 (GCC 14-64, msys2)",6
newusernaem,1569,1569,specialist,88,2,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),Go,C++17 (GCC 7-32)",25
pushkaryadav,1367,1433,pupil,150,19,"greedy,math,implementation,constructive algorithms,dp","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",22
siniykit,1385,1385,pupil,153,6,"implementation,greedy,math,binary search,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),Python 3",12
iglaspect06,1644,1644,expert,38,0,"math,greedy,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++20 (GCC 11-64),Clang++17 Diagnostics",11
yoshi_avx,1388,1388,pupil,47,32,"data structures,binary search,math,greedy,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",8
Renamed_User_91,,,,0,0,,,0
lmao_ded1309,1771,2057,expert,520,231,"greedy,math,constructive algorithms,implementation,dp","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",58
Butterrokaya,1495,1495,specialist,27,0,"math,implementation,greedy,constructive algorithms,strings",C++17 (GCC 7-32),8
jenil0108,1893,2028,expert,607,266,"greedy,math,brute force,constructive algorithms,implementation","C++20 (GCC 13-64),PyPy 3-64,C++17 (GCC 7-32)",141
idtagirm,2038,2197,candidate master,62,23,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 11-64),C++17 (GCC 7-32)",18
MinhKien,1876,1920,expert,649,308,"greedy,data structures,dp,math,implementation","C++20 (GCC 13-64),C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",48
kizu,1459,1715,specialist,635,281,"math,dp,greedy,implementation,combinatorics","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",77
rishang19_dx,1464,1464,specialist,268,2,"implementation,greedy,math,constructive algorithms,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),PyPy 3-64",29
zxcvbn1234567,,,,0,0,,,0
NagisaF,1818,1879,expert,535,126,"greedy,math,implementation,constructive algorithms,brute force","Rust 2021,GNU C,C++17 (GCC 7-32)",97
SilentGreedy,1659,1659,expert,470,142,"greedy,math,brute force,constructive algorithms,implementation","C++20 (GCC 13-64),C++17 (GCC 7-32),C++20 (GCC 11-64)",65
DCSNMGPSSIK,2105,2105,master,805,343,"greedy,math,brute force,implementation,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",83
Rafoka,1421,1421,specialist,149,2,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2)",19
employed,2344,2344,international master,664,469,"greedy,math,dp,constructive algorithms,data structures","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",93
max0000561,2114,2295,master,531,235,"greedy,math,implementation,dp,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64),C++20 (GCC 11-64)",76
Semyazi,1659,1782,expert,573,221,"greedy,math,implementation,constructive algorithms,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),PyPy 3-64",45
cub1ll,2268,2268,master,192,11,"implementation,math,greedy,brute force,strings","C++14 (GCC 6-32),C++23 (GCC 14-64, msys2)",13
t1e1,2124,2124,master,338,145,"greedy,math,implementation,dp,constructive algorithms","C++17 (GCC 7-32),C++20 (GCC 13-64)",17
real_cupsize,1898,2403,expert,500,122,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),C++20 (GCC 11-64),C++20 (GCC 13-64)",134
EndeavorHao,1985,1985,candidate master,551,116,"greedy,math,implementation,dp,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",17
ayushiiitl,1325,1325,pupil,328,0,"greedy,math,constructive algorithms,implementation,brute force",C++17 (GCC 7-32),23
voidimsisolve,,,,3,0,"greedy,math,dp,binary search,brute force","C++23 (GCC 14-64, msys2)",0
ifndef_define_Dhruv,1451,1451,specialist,87,0,"math,greedy,implementation,brute force,constructive algorithms","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),PyPy 3-64",18
frederikvase,2019,2019,candidate master,847,211,"greedy,math,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",49
SlimShadyCoder,1327,1327,pupil,15,0,"math,implementation,constructive algorithms,data structures,binary search","C++23 (GCC 14-64, msys2)",3
Mimiron,1766,1783,expert,186,42,"greedy,math,constructive algorithms,brute force,implementation",C++17 (GCC 7-32),32
toufiqhasankiron,1375,1850,pupil,134,25,"implementation,greedy,math,brute force,dp","C++23 (GCC 14-64, msys2),GNU C11",15
BoSinn,2384,2384,international master,35,15,"greedy,math,dp,brute force,data structures",C++20 (GCC 13-64),6
D1orite,1928,2000,candidate master,697,474,"greedy,math,dp,data structures,constructive algorithms","C++20 (GCC 13-64),C++20 (GCC 11-64),C++17 (GCC 7-32)",72
FlourishAden,1635,1635,expert,205,17,"greedy,math,sortings,implementation,constructive algorithms",C++20 (GCC 13-64),18
lad1chka,1848,1881,expert,479,123,"greedy,math,brute force,constructive algorithms,implementation","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",103
Equinox_,2061,2061,candidate master,679,132,"greedy,math,implementation,constructive algorithms,brute force","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",109
CJ_Fu,1564,1564,specialist,404,242,"greedy,math,data structures,dp,constructive algorithms","C++14 (GCC 6-32),C++20 (GCC 13-64),C++17 (GCC 7-32)",21
Mahmud_Saikat,1743,1861,expert,861,350,"greedy,math,dp,implementation,brute force","C++20 (GCC 13-64),C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",126
0xhkn,1550,1550,specialist,267,101,"greedy,math,brute force,constructive algorithms,implementation","C++23 (GCC 14-64, msys2),PyPy 3-64,Java 21",9
SudoBot,1644,1644,expert,28,3,"greedy,math,constructive algorithms,implementation,number theory","C++23 (GCC 14-64, msys2)",6
AswadK,1595,1595,specialist,175,42,"greedy,math,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),PyPy 3,C++17 (GCC 7-32)",21
Yusif_Nazarli,1061,1621,newbie,416,59,"math,greedy,implementation,brute force,constructive algorithms","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",17
kri_33,1426,1426,specialist,64,0,"math,greedy,implementation,constructive algorithms,brute force","C++20 (GCC 13-64),C++20 (GCC 11-64),C++23 (GCC 14-64, msys2)",19
Ragnar21,1749,1829,expert,665,338,"greedy,math,constructive algorithms,implementation,dp","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32),C++20 (GCC 13-64)",83
Kriz_Wu,2370,2470,international master,662,308,"greedy,math,dp,constructive algorithms,data structures","C++17 (GCC 7-32),C++20 (GCC 11-64),C++20 (GCC 13-64)",47
KiteKite,2026,2026,candidate master,469,230,"greedy,math,dp,implementation,brute force","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",23
Kevin_stewart_222,787,787,newbie,18,0,"implementation,greedy,strings,brute force,math","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",1
ZhanJuan,1614,1646,expert,73,3,"greedy,math,constructive algorithms,implementation,brute force","C++23 (GCC 14-64, msys2)",16
Mind_Reaper,1567,1567,specialist,148,2,"greedy,math,implementation,constructive algorithms,brute force","PyPy 3-64,C++17 (GCC 7-32),C++20 (GCC 13-64)",21
151why,1712,1712,expert,237,43,"greedy,math,brute force,implementation,constructive algorithms","C++17 (GCC 7-32),GNU C++11,C++20 (GCC 11-64)",25
Hile_Meow,1738,2237,expert,576,261,"greedy,math,constructive algorithms,dp,implementation","C++20 (GCC 11-64),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",224
NisshchayaRathi,1673,1673,expert,25,0,"greedy,math,implementation,constructive algorithms,strings","C++23 (GCC 14-64, msys2)",6
jhdfarrell_,1688,1932,expert,305,117,"greedy,math,constructive algorithms,implementation,dp","C++17 (GCC 7-32),C++14 (GCC 6-32)",37
xzz_cat6,1305,1305,pupil,143,116,"data structures,dp,math,greedy,graphs","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2),C++20 (GCC 13-64)",3
prochnowoskar,1581,1581,specialist,85,21,"math,greedy,brute force,constructive algorithms,dp",C++20 (GCC 13-64),10
cagnus_marlsen69,1458,1458,specialist,262,2,"greedy,math,implementation,brute force,constructive algorithms","C++17 (GCC 7-32),C++23 (GCC 14-64, msys2)",12
milind0110,1933,2228,candidate master,622,373,"greedy,math,brute force,constructive algorithms,data structures","C++23 (GCC 14-64, msys2),C++17 (GCC 7-32)",241
MonocleOfFate,1631,1631,expert,110,5,"greedy,math,constructive algorithms,implementation,brute force","C++17 (GCC 7-32),PyPy 3-64,C++23 (GCC 14-64, msys2)",24
IHaveNoMouth_IMustScream,1973,2140,candidate master,468,254,"greedy,math,data structures,brute force,dp","C++23 (GCC 14-64, msys2),C++20 (GCC 13-64),C++17 (GCC 7-32)",96
StackFrame,1802,1842,expert,589,316,"greedy,math,constructive algorithms,implementation,brute force","C++20 (GCC 11-64),C++20 (GCC 13-64),C++17 (GCC 7-32)",90
Miake,1567,1567,specialist,27,0,"greedy,math,implementation,constructive algorithms,dp","PyPy 3-64,C++23 (GCC 14-64, msys2)",8
lmeodarkwa,1905,1905,candidate master,68,17,"greedy,math,constructive algorithms,dp,sortings","C++20 (GCC 13-64),Python 3,C++17 (GCC 7-32)",14
